"v1","v2","v3","v4","v5","v6","target"
14.62953463546,72.5290202360144,0.290262361601477,1.74381739113768,36.2156848223258,"A",22015.8846281766
6.96226324187592,90.3389408380015,3.59791496911589,7.36092120738395,14.7876483305253,"A",27280.5212504532
12.6599256217014,-62.5926289471568,1.82797812055031,6.27259433633221,10.847995967448,"A",-18541.0963126422
12.7764188381843,-29.2527226321981,0.386860749959887,16.4584652810668,30.664241053304,"A",-8538.37890966146
8.88195916078985,115.773458526123,0.358656878720165,17.1103773838034,254.101160378776,"B",35931.5386160209
12.3519045417197,-131.561038368945,2.13433314505349,15.7479531926653,13.0798478590228,"A",-39236.3980936933
13.3314841683023,27.5042927167796,2.30951115599597,6.41168146424901,9.26631863486018,"A",8495.23143854544
8.55161270010285,57.3404081862241,3.94308785121908,26.3947141026737,24.1826748821316,"B",18397.8725931647
0.366567465243861,81.7843571216424,0.740761880402634,9.76191223929575,67.584594070691,"A",24649.5166692351
1.28865960636176,-56.1645640385285,4.97446716097673,19.0623037465943,1.17236459284564,"A",-16725.8173498919
11.6534293640871,70.0236985380886,0.906824128088555,1.60337967406977,28.4259862304334,"A",21234.264581346
5.4267452401109,68.5328736344809,0.83497468831352,6.09411968852638,19.8440472187943,"A",20725.4050722656
2.96763229183853,-12.6958390477344,1.71043822406957,1.82488863992294,28.334379327532,"A",-3667.11962729181
7.65613303519785,-34.8581006874882,0.656531585845323,12.5654316469233,15.9172402643045,"A",-10273.0458702917
2.28829539497383,203.157890222486,0.61279324100144,4.08742859515412,85.959812627257,"A",61079.811050431
6.2142641027458,251.407034416156,1.16038072715599,18.6627995600158,18.2516193355558,"A",75595.5352907164
5.77187314862385,51.2535039518161,2.56057681205108,3.12114159013353,33.8252364584726,"A",15544.3805092501
5.90521253412589,-142.87887113451,3.06197551287894,12.5021363364144,12.7997337657687,"B",-41693.5571554449
13.539872324327,5.96275843487563,2.32467104901525,29.7623762700094,81.5610248196095,"A",2034.04916152395
3.36423458531499,-95.8103706394731,0.616497258292819,23.0950309463241,40.0873254763655,"A",-28598.814930102
11.4824917016085,58.3991803921455,1.15332071083647,7.98473072497263,24.3045144948276,"A",17743.4071078483
13.2180792361032,-54.4307202835111,0.716035571881659,6.93511810561679,52.0183681807767,"A",-16085.0226103141
8.1760505726561,-73.8821952124289,0.575185066541559,4.02853284450483,24.3551711292899,"A",-21971.9743507936
14.4728152127936,-35.9493485546606,1.41032448588398,50.1086484217216,48.4894347104985,"A",-10529.8661188562
14.8948755115271,64.2464849327944,2.61674127148055,11.0897326402682,6.81799604308606,"B",20532.4650095009
12.3961953213438,31.0169311692635,0.617058059937495,4.51677325829587,11.5413960304642,"A",9539.7666303242
0.854611027752981,153.728454261109,2.28787906962653,16.0520658657547,17.3405733324523,"A",46234.7732069391
2.47357854153961,-90.1955214430127,0.414132128052118,2.92473111744183,1.74079256553505,"B",-25922.4098983071
4.48745520086959,35.9816233250736,1.87160739149494,1.35232954544856,26.1720948266091,"A",10950.6230767748
5.39452592027374,-92.2323474013677,1.59975293914878,14.5080273220677,28.4199335903419,"B",-26506.2221437552
5.33584516611882,-106.905893018812,2.19979990933622,26.9481339522472,35.7778703628421,"A",-31908.8670151041
7.33470137813129,-197.757847061868,1.96027096414861,6.99063170891918,25.5787975885126,"A",-59143.5969925415
0.413149039959535,177.266962422688,0.408521705902592,9.31587327572324,112.431903114523,"A",53295.6806876909
6.94715084158815,-19.2982995724709,1.86813960871051,6.03528209498899,56.9098901947325,"A",-5610.87571607404
6.35747133172117,-107.653639465218,2.88154728942552,9.37040614953899,12.2506040484017,"A",-32121.1976318422
8.25660575763322,42.0433728607982,1.2027204557307,46.7553779633754,173.212034071231,"A",12804.8216132023
0.483696466544643,47.225302892237,0.819958675554821,7.23792111175077,30.9817252560332,"A",14281.867227634
3.85829316219315,2.53520881068292,1.90025334840963,21.6454452127174,23.7313712159886,"B",1908.78211710314
7.28773580398411,-129.294990871413,0.754419394368495,2.88106814765106,2.60087756352136,"A",-38604.2726838243
10.4997982084751,98.9448960198666,1.32430742664402,4.26923358385799,17.7886313052013,"A",29897.6443531839
0.418046149425209,-14.9405701800986,1.42343152826988,16.3302392956655,21.0534898974291,"A",-4367.22635652964
7.8417983406689,187.908491811511,6.24704440943578,2.56552252901201,14.3415382606689,"A",56561.2007895249
7.05359292333014,80.9171899557596,2.21125416462581,16.0755254062762,34.715210582052,"A",24454.2787862567
9.16166243841872,146.547507121058,0.548459272957392,10.6203798804561,30.8676347965658,"B",45164.928307503
1.75832022330724,-57.6537044680607,0.2366164335442,17.2673070898159,41.3674684114866,"B",-16168.091842182
6.63808349054307,-50.6639906520742,2.02458134033871,19.9196171629701,18.5408697967072,"A",-15021.35985799
4.48872941080481,-130.796532161106,1.58186593642386,38.0307155749568,102.766834628663,"A",-39084.6657214487
1.59942348604091,-34.7855202911408,1.13942220697388,8.42057652648902,26.6688185468082,"A",-10310.2820628167
6.01997695514001,-21.8928612472788,7.91541054751893,4.38974238906734,4.16712563351011,"A",-6398.16356470894
6.04663442121819,75.9603658480065,7.77144803026091,17.0461495590826,117.122910494498,"A",22958.7032748736
10.5821961828042,37.7509992849002,0.196784294319769,17.4667296953138,36.2478278970155,"A",11539.8621839536
13.6968746990897,119.930356772574,0.584091759114925,20.2299600782241,22.1221579528278,"A",36226.2227924394
8.18371689179912,115.011356406776,1.36859258498985,18.1472755587706,44.1563486831385,"A",34693.9089027794
3.16145671997219,-108.810266999487,0.834066486647685,31.1859317770251,91.1348995290993,"A",-32501.5165376226
11.10279194545,-61.0584618603398,0.409140975266796,2.82847935680885,56.8642805944317,"A",-18095.0958652657
2.06600893638097,117.959060054807,0.203285671862258,4.63413855121224,19.2682390870228,"A",35518.0372571708
10.1976775273215,92.7681838280714,0.819107406781366,13.8731237935556,87.2378395428955,"A",28042.6698438799
10.8334648876917,109.98751998396,0.656964050919042,32.0562697321184,40.2572799481574,"A",33214.1238611997
10.5758632533252,-14.9569608158351,1.90562633788111,2.50212172490722,29.6010659710938,"A",-4271.58496230407
4.56643531098962,-95.2063093409548,0.700008935625284,9.85151972657913,4.83948778318474,"A",-28406.862513657
9.62864557863213,-110.447673033777,2.28226483117261,2.92615674479218,93.2834266116327,"A",-32926.5768388667
6.78421143908054,-145.450697990557,1.1980060935139,3.26115744226482,172.365483761775,"A",-43455.9773736793
8.84457263862714,44.8867127955528,2.41683888767998,5.89356759031313,32.3749802828178,"A",13665.1778650064
14.7485530085396,33.5451248035976,0.974396172199851,8.50181667096518,16.2981454039114,"A",10323.0605671908
0.242832707008347,25.82151458253,2.71556607247784,26.6170017484641,23.9781501537019,"A",7860.01264742214
8.68204340105876,-107.233160174808,0.838360795842593,5.66750671126749,12.991379172898,"B",-30972.6624999439
3.06420415872708,-99.1456794952151,2.72525074771636,6.81203934018302,6.69517942253359,"A",-29603.4136072282
1.63238811772317,-10.7537809825704,0.584226457904012,10.5613109804634,134.014077654564,"B",-2100.33584600083
